***************************************-------------------第0个中心-------------------
center: 武将 [name=孟达, render=★★★★, tongshai=75, wuli=73, zhili=74, polic=66, qiangbin=通, jibin=通, nubin=精, qibin=疏, binqi=精, tongwu=148, tongzhi=149, tongwuzhi=222, tongwuzhizheng=288, salary=15840]
general:武将 [name=孔胄, render=★★, tongshai=26, wuli=16, zhili=68, polic=78, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=42, tongzhi=94, tongwuzhi=110, tongwuzhizheng=188, salary=10340]
general:武将 [name=刘和, render=★, tongshai=21, wuli=16, zhili=59, polic=68, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=37, tongzhi=80, tongwuzhi=96, tongwuzhizheng=164, salary=9020]
general:武将 [name=韩嵩, render=★★, tongshai=25, wuli=15, zhili=70, polic=77, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=40, tongzhi=95, tongwuzhi=110, tongwuzhizheng=187, salary=10285]
general:武将 [name=廖立, render=★★, tongshai=22, wuli=15, zhili=69, polic=76, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=37, tongzhi=91, tongwuzhi=106, tongwuzhizheng=182, salary=10010]
general:武将 [name=邵悌, render=★, tongshai=21, wuli=15, zhili=72, polic=66, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=36, tongzhi=93, tongwuzhi=108, tongwuzhizheng=174, salary=9570]
general:武将 [name=杨弘, render=★, tongshai=18, wuli=15, zhili=76, polic=60, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=33, tongzhi=94, tongwuzhi=109, tongwuzhizheng=169, salary=9295]
general:武将 [name=薛珝, render=★, tongshai=17, wuli=15, zhili=68, polic=72, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=32, tongzhi=85, tongwuzhi=100, tongwuzhizheng=172, salary=9460]
general:武将 [name=程秉, render=★, tongshai=16, wuli=15, zhili=71, polic=72, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=31, tongzhi=87, tongwuzhi=102, tongwuzhizheng=174, salary=9570]
general:武将 [name=曹奂, render=★, tongshai=13, wuli=15, zhili=30, polic=45, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=28, tongzhi=43, tongwuzhi=58, tongwuzhizheng=103, salary=5665]
general:武将 [name=尹黙, render=★, tongshai=11, wuli=15, zhili=65, polic=77, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=精, tongwu=26, tongzhi=76, tongwuzhi=91, tongwuzhizheng=168, salary=9240]
general:武将 [name=袁胤, render=★, tongshai=17, wuli=14, zhili=39, polic=41, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=31, tongzhi=56, tongwuzhi=70, tongwuzhizheng=111, salary=6105]
general:武将 [name=董朝, render=★, tongshai=17, wuli=13, zhili=56, polic=71, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=30, tongzhi=73, tongwuzhi=86, tongwuzhizheng=157, salary=8635]
general:武将 [name=荀顗, render=★, tongshai=16, wuli=13, zhili=70, polic=74, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=29, tongzhi=86, tongwuzhi=99, tongwuzhizheng=173, salary=9515]
general:武将 [name=傅巽, render=★, tongshai=14, wuli=13, zhili=69, polic=72, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=27, tongzhi=83, tongwuzhi=96, tongwuzhizheng=168, salary=9240]
general:武将 [name=锺毓, render=★★, tongshai=32, wuli=12, zhili=71, polic=76, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=44, tongzhi=103, tongwuzhi=115, tongwuzhizheng=191, salary=10505]
general:武将 [name=马邈, render=★, tongshai=19, wuli=12, zhili=7, polic=35, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=31, tongzhi=26, tongwuzhi=38, tongwuzhizheng=73, salary=4015]
general:武将 [name=小乔, render=★★, tongshai=16, wuli=12, zhili=73, polic=77, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=28, tongzhi=89, tongwuzhi=101, tongwuzhizheng=178, salary=9790]
general:武将 [name=张绍, render=★, tongshai=8, wuli=12, zhili=31, polic=59, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=20, tongzhi=39, tongwuzhi=51, tongwuzhizheng=110, salary=6050]
general:武将 [name=桓範, render=★★, tongshai=20, wuli=11, zhili=78, polic=74, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=31, tongzhi=98, tongwuzhi=109, tongwuzhizheng=183, salary=10065]
general:武将 [name=大乔, render=★★, tongshai=17, wuli=11, zhili=72, polic=78, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=28, tongzhi=89, tongwuzhi=100, tongwuzhizheng=178, salary=9790]
general:武将 [name=许邵, render=★★★★, tongshai=16, wuli=11, zhili=74, polic=90, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=27, tongzhi=90, tongwuzhi=101, tongwuzhizheng=191, salary=10505]
general:武将 [name=蔡琰, render=★★, tongshai=12, wuli=11, zhili=76, polic=80, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=23, tongzhi=88, tongwuzhi=99, tongwuzhizheng=179, salary=9845]
general:武将 [name=夏侯令女, render=★, tongshai=19, wuli=10, zhili=73, polic=71, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=29, tongzhi=92, tongwuzhi=102, tongwuzhizheng=173, salary=9515]
general:武将 [name=张温, render=★★, tongshai=17, wuli=10, zhili=71, polic=78, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=27, tongzhi=88, tongwuzhi=98, tongwuzhizheng=176, salary=9680]
general:武将 [name=左慈, render=★★★★, tongshai=10, wuli=10, zhili=94, polic=23, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=20, tongzhi=104, tongwuzhi=114, tongwuzhizheng=137, salary=7535]
general:武将 [name=管辂, render=★, tongshai=13, wuli=9, zhili=72, polic=62, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=22, tongzhi=85, tongwuzhi=94, tongwuzhizheng=156, salary=8580]
general:武将 [name=郭攸之, render=★, tongshai=13, wuli=9, zhili=68, polic=79, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=22, tongzhi=81, tongwuzhi=90, tongwuzhizheng=169, salary=9295]
general:武将 [name=陈琳, render=★, tongshai=10, wuli=9, zhili=74, polic=78, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=19, tongzhi=84, tongwuzhi=93, tongwuzhizheng=171, salary=9405]
general:武将 [name=裴秀, render=★, tongshai=8, wuli=9, zhili=70, polic=79, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=神, tongwu=17, tongzhi=78, tongwuzhi=87, tongwuzhizheng=166, salary=9130]
general:武将 [name=尹大目, render=★, tongshai=4, wuli=9, zhili=33, polic=51, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=13, tongzhi=37, tongwuzhi=46, tongwuzhizheng=97, salary=5335]
general:武将 [name=黄承彦, render=★, tongshai=8, wuli=8, zhili=64, polic=78, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=16, tongzhi=72, tongwuzhi=80, tongwuzhizheng=158, salary=8690]
general:武将 [name=刘氏, render=★, tongshai=3, wuli=8, zhili=66, polic=49, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=11, tongzhi=69, tongwuzhi=77, tongwuzhizheng=126, salary=6930]
general:武将 [name=戏志才, render=★★★★, tongshai=23, wuli=7, zhili=88, polic=73, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=30, tongzhi=111, tongwuzhi=118, tongwuzhizheng=191, salary=10505]
general:武将 [name=孙亮, render=★, tongshai=21, wuli=7, zhili=70, polic=76, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=28, tongzhi=91, tongwuzhi=98, tongwuzhizheng=174, salary=9570]
general:武将 [name=陆绩, render=★, tongshai=20, wuli=7, zhili=71, polic=72, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=27, tongzhi=91, tongwuzhi=98, tongwuzhizheng=170, salary=9350]
general:武将 [name=夏侯楙, render=★, tongshai=20, wuli=7, zhili=4, polic=21, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=27, tongzhi=24, tongwuzhi=31, tongwuzhizheng=52, salary=2860]
general:武将 [name=秦宓, render=★, tongshai=16, wuli=7, zhili=72, polic=78, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=23, tongzhi=88, tongwuzhi=95, tongwuzhizheng=173, salary=9515]
general:武将 [name=华佗, render=★, tongshai=8, wuli=7, zhili=69, polic=72, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=15, tongzhi=77, tongwuzhi=84, tongwuzhizheng=156, salary=8580]
general:武将 [name=蔡氏, render=★, tongshai=8, wuli=7, zhili=69, polic=58, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=15, tongzhi=77, tongwuzhi=84, tongwuzhizheng=142, salary=7810]
general:武将 [name=马钧, render=★, tongshai=2, wuli=7, zhili=60, polic=70, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=神, tongwu=9, tongzhi=62, tongwuzhi=69, tongwuzhizheng=139, salary=7645]
general:武将 [name=王业, render=★, tongshai=33, wuli=6, zhili=35, polic=66, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=39, tongzhi=68, tongwuzhi=74, tongwuzhizheng=140, salary=7700]
general:武将 [name=王允, render=★★, tongshai=26, wuli=6, zhili=67, polic=80, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=32, tongzhi=93, tongwuzhi=99, tongwuzhizheng=179, salary=9845]
general:武将 [name=张松, render=★★★★, tongshai=15, wuli=6, zhili=88, polic=82, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=21, tongzhi=103, tongwuzhi=109, tongwuzhizheng=191, salary=10505]
general:武将 [name=于吉, render=★★★, tongshai=12, wuli=6, zhili=66, polic=88, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=18, tongzhi=78, tongwuzhi=84, tongwuzhizheng=172, salary=9460]
general:武将 [name=桥玄, render=★, tongshai=12, wuli=6, zhili=66, polic=74, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=18, tongzhi=78, tongwuzhi=84, tongwuzhizheng=158, salary=8690]
general:武将 [name=糜氏, render=★, tongshai=12, wuli=6, zhili=66, polic=70, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=18, tongzhi=78, tongwuzhi=84, tongwuzhizheng=154, salary=8470]
general:武将 [name=蒋幹, render=★, tongshai=9, wuli=6, zhili=65, polic=64, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=15, tongzhi=74, tongwuzhi=80, tongwuzhizheng=144, salary=7920]
general:武将 [name=邹氏, render=★, tongshai=4, wuli=6, zhili=36, polic=42, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=10, tongzhi=40, tongwuzhi=46, tongwuzhizheng=88, salary=4840]
general:武将 [name=祢衡, render=★★, tongshai=3, wuli=6, zhili=83, polic=76, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=9, tongzhi=86, tongwuzhi=92, tongwuzhizheng=168, salary=9240]
general:武将 [name=孔融, render=★★, tongshai=30, wuli=5, zhili=72, polic=75, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=35, tongzhi=102, tongwuzhi=107, tongwuzhizheng=182, salary=10010]
general:武将 [name=刘璋, render=★, tongshai=16, wuli=5, zhili=9, polic=38, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=21, tongzhi=25, tongwuzhi=30, tongwuzhizheng=68, salary=3740]
general:武将 [name=丁仪, render=★, tongshai=15, wuli=5, zhili=64, polic=72, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=20, tongzhi=79, tongwuzhi=84, tongwuzhizheng=156, salary=8580]
general:武将 [name=曹熊, render=★, tongshai=9, wuli=5, zhili=52, polic=64, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=14, tongzhi=61, tongwuzhi=66, tongwuzhizheng=130, salary=7150]
general:武将 [name=许靖, render=★, tongshai=3, wuli=5, zhili=67, polic=79, qiangbin=通, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=8, tongzhi=70, tongwuzhi=75, tongwuzhizheng=154, salary=8470]
general:武将 [name=刘禅, render=★, tongshai=3, wuli=5, zhili=9, polic=4, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=8, tongzhi=12, tongwuzhi=17, tongwuzhizheng=21, salary=1155]
general:武将 [name=杨松, render=★, tongshai=2, wuli=5, zhili=28, polic=34, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=7, tongzhi=30, tongwuzhi=35, tongwuzhizheng=69, salary=3795]
general:武将 [name=陈珪, render=★★, tongshai=15, wuli=4, zhili=82, polic=77, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=通, tongwu=19, tongzhi=97, tongwuzhi=101, tongwuzhizheng=178, salary=9790]
general:武将 [name=甄氏, render=★, tongshai=15, wuli=4, zhili=71, polic=66, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=19, tongzhi=86, tongwuzhi=90, tongwuzhizheng=156, salary=8580]
general:武将 [name=杨修, render=★★, tongshai=10, wuli=4, zhili=83, polic=79, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=14, tongzhi=93, tongwuzhi=97, tongwuzhizheng=176, salary=9680]
general:武将 [name=郤正, render=★, tongshai=10, wuli=4, zhili=63, polic=75, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=14, tongzhi=73, tongwuzhi=77, tongwuzhizheng=152, salary=8360]
general:武将 [name=全尚, render=★, tongshai=2, wuli=4, zhili=12, polic=41, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=6, tongzhi=14, tongwuzhi=18, tongwuzhizheng=59, salary=3245]
general:武将 [name=韩馥, render=★, tongshai=13, wuli=3, zhili=27, polic=62, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=16, tongzhi=40, tongwuzhi=43, tongwuzhizheng=105, salary=5775]
general:武将 [name=王粲, render=★, tongshai=6, wuli=3, zhili=79, polic=80, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=9, tongzhi=85, tongwuzhi=88, tongwuzhizheng=168, salary=9240]
general:武将 [name=曹芳, render=★, tongshai=5, wuli=3, zhili=27, polic=48, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=8, tongzhi=32, tongwuzhi=35, tongwuzhizheng=83, salary=4565]
general:武将 [name=谯周, render=★, tongshai=3, wuli=3, zhili=66, polic=71, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=6, tongzhi=69, tongwuzhi=72, tongwuzhizheng=143, salary=7865]
general:武将 [name=厳畯, render=★★, tongshai=13, wuli=2, zhili=70, polic=84, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=15, tongzhi=83, tongwuzhi=85, tongwuzhizheng=169, salary=9295]
general:武将 [name=岑昏, render=★, tongshai=1, wuli=1, zhili=33, polic=13, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=2, tongzhi=34, tongwuzhi=35, tongwuzhizheng=48, salary=2640]
general:武将 [name=黄皓, render=★, tongshai=1, wuli=1, zhili=30, polic=10, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=2, tongzhi=31, tongwuzhi=32, tongwuzhizheng=42, salary=2310]
-------------------第7个中心-------------------
center: 武将 [name=黄祖, render=★★★★, tongshai=74, wuli=66, zhili=53, polic=38, qiangbin=通, jibin=通, nubin=精, qibin=疏, binqi=通, tongwu=140, tongzhi=127, tongwuzhi=193, tongwuzhizheng=231, salary=12705]
此类中包含对象的个数为：75
general:武将 [name=许褚, render=★★★★★, tongshai=65, wuli=96, zhili=36, polic=20, qiangbin=精, jibin=通, nubin=疏, qibin=通, binqi=疏, tongwu=161, tongzhi=101, tongwuzhi=197, tongwuzhizheng=217, salary=11935]
general:武将 [name=文醜, render=★★★★★, tongshai=78, wuli=94, zhili=25, polic=25, qiangbin=精, jibin=通, nubin=精, qibin=神, binqi=疏, tongwu=172, tongzhi=103, tongwuzhi=197, tongwuzhizheng=222, salary=12210]
general:武将 [name=吕玲绮, render=★★★★, tongshai=81, wuli=89, zhili=37, polic=18, qiangbin=通, jibin=精, nubin=精, qibin=神, binqi=疏, tongwu=170, tongzhi=118, tongwuzhi=207, tongwuzhizheng=225, salary=12375]
general:武将 [name=周旨, render=★★★★, tongshai=65, wuli=85, zhili=41, polic=29, qiangbin=疏, jibin=疏, nubin=疏, qibin=精, binqi=神, tongwu=150, tongzhi=106, tongwuzhi=191, tongwuzhizheng=220, salary=12100]
general:武将 [name=周仓, render=★★★★, tongshai=62, wuli=84, zhili=42, polic=33, qiangbin=疏, jibin=精, nubin=疏, qibin=通, binqi=疏, tongwu=146, tongzhi=104, tongwuzhi=188, tongwuzhizheng=221, salary=12155]
general:武将 [name=武安国, render=★★★★, tongshai=67, wuli=83, zhili=34, polic=33, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=150, tongzhi=101, tongwuzhi=184, tongwuzhizheng=217, salary=11935]
general:武将 [name=凌操, render=★★★★, tongshai=75, wuli=81, zhili=42, polic=35, qiangbin=通, jibin=精, nubin=疏, qibin=精, binqi=疏, tongwu=156, tongzhi=117, tongwuzhi=198, tongwuzhizheng=233, salary=12815]
general:武将 [name=牛金, render=★★★, tongshai=72, wuli=79, zhili=38, polic=40, qiangbin=通, jibin=精, nubin=疏, qibin=精, binqi=疏, tongwu=151, tongzhi=110, tongwuzhi=189, tongwuzhizheng=229, salary=12595]
general:武将 [name=麴义, render=★★★★, tongshai=82, wuli=78, zhili=51, polic=18, qiangbin=精, jibin=疏, nubin=神, qibin=精, binqi=疏, tongwu=160, tongzhi=133, tongwuzhi=211, tongwuzhizheng=229, salary=12595]
general:武将 [name=宋谦, render=★★★, tongshai=66, wuli=78, zhili=42, polic=39, qiangbin=疏, jibin=精, nubin=疏, qibin=通, binqi=疏, tongwu=144, tongzhi=108, tongwuzhi=186, tongwuzhizheng=225, salary=12375]
general:武将 [name=丁原, render=★★★, tongshai=70, wuli=76, zhili=35, polic=40, qiangbin=疏, jibin=疏, nubin=通, qibin=精, binqi=疏, tongwu=146, tongzhi=105, tongwuzhi=181, tongwuzhizheng=221, salary=12155]
general:武将 [name=于诠, render=★★★, tongshai=64, wuli=76, zhili=40, polic=39, qiangbin=精, jibin=通, nubin=疏, qibin=疏, binqi=通, tongwu=140, tongzhi=104, tongwuzhi=180, tongwuzhizheng=219, salary=12045]
general:武将 [name=楽綝, render=★★★, tongshai=73, wuli=75, zhili=43, polic=41, qiangbin=精, jibin=疏, nubin=疏, qibin=精, binqi=通, tongwu=148, tongzhi=116, tongwuzhi=191, tongwuzhizheng=232, salary=12760]
general:武将 [name=戴陵, render=★★★, tongshai=70, wuli=75, zhili=39, polic=48, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=145, tongzhi=109, tongwuzhi=184, tongwuzhizheng=232, salary=12760]
general:武将 [name=张英, render=★★★, tongshai=75, wuli=74, zhili=41, polic=34, qiangbin=精, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=149, tongzhi=116, tongwuzhi=190, tongwuzhizheng=224, salary=12320]
general:武将 [name=波才, render=★★★, tongshai=71, wuli=74, zhili=52, polic=25, qiangbin=精, jibin=通, nubin=疏, qibin=疏, binqi=精, tongwu=145, tongzhi=123, tongwuzhi=197, tongwuzhizheng=222, salary=12210]
general:武将 [name=程银, render=★★★, tongshai=69, wuli=73, zhili=40, polic=36, qiangbin=疏, jibin=通, nubin=疏, qibin=精, binqi=疏, tongwu=142, tongzhi=109, tongwuzhi=182, tongwuzhizheng=218, salary=11990]
general:武将 [name=伍延, render=★, tongshai=66, wuli=73, zhili=42, polic=49, qiangbin=通, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=139, tongzhi=108, tongwuzhi=181, tongwuzhizheng=230, salary=12650]
general:武将 [name=刘辟, render=★★★★, tongshai=70, wuli=72, zhili=47, polic=34, qiangbin=精, jibin=通, nubin=疏, qibin=通, binqi=通, tongwu=142, tongzhi=117, tongwuzhi=189, tongwuzhizheng=223, salary=12265]
general:武将 [name=傅彤, render=★★★★, tongshai=66, wuli=72, zhili=46, polic=42, qiangbin=通, jibin=精, nubin=疏, qibin=通, binqi=疏, tongwu=138, tongzhi=112, tongwuzhi=184, tongwuzhizheng=226, salary=12430]
general:武将 [name=夏侯恩, render=★★★, tongshai=63, wuli=72, zhili=52, polic=45, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=135, tongzhi=115, tongwuzhi=187, tongwuzhizheng=232, salary=12760]
general:武将 [name=师篡, render=★★★, tongshai=60, wuli=72, zhili=54, polic=46, qiangbin=精, jibin=通, nubin=疏, qibin=通, binqi=疏, tongwu=132, tongzhi=114, tongwuzhi=186, tongwuzhizheng=232, salary=12760]
general:武将 [name=冯习, render=★★★, tongshai=72, wuli=71, zhili=39, polic=41, qiangbin=精, jibin=通, nubin=疏, qibin=通, binqi=疏, tongwu=143, tongzhi=111, tongwuzhi=182, tongwuzhizheng=223, salary=12265]
general:武将 [name=厳纲, render=★★★, tongshai=68, wuli=71, zhili=40, polic=51, qiangbin=疏, jibin=通, nubin=疏, qibin=精, binqi=通, tongwu=139, tongzhi=108, tongwuzhi=179, tongwuzhizheng=230, salary=12650]
general:武将 [name=韩遂, render=★★★★★, tongshai=89, wuli=70, zhili=77, polic=61, qiangbin=精, jibin=神, nubin=疏, qibin=神, binqi=精, tongwu=187, tongzhi=113, tongwuzhi=213, tongwuzhizheng=226, salary=12430]
general:武将 [name=孙震, render=★, tongshai=67, wuli=70, zhili=48, polic=44, qiangbin=通, jibin=精, nubin=疏, qibin=疏, binqi=通, tongwu=137, tongzhi=115, tongwuzhi=185, tongwuzhizheng=229, salary=12595]
general:武将 [name=公孙淵, render=★★★★, tongshai=65, wuli=70, zhili=56, polic=35, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=135, tongzhi=121, tongwuzhi=191, tongwuzhizheng=226, salary=12430]
general:武将 [name=孙峻, render=★★★, tongshai=64, wuli=70, zhili=65, polic=26, qiangbin=通, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=134, tongzhi=129, tongwuzhi=199, tongwuzhizheng=225, salary=12375]
general:武将 [name=卞喜, render=★, tongshai=56, wuli=70, zhili=59, polic=37, qiangbin=通, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=126, tongzhi=115, tongwuzhi=185, tongwuzhizheng=222, salary=12210]
general:武将 [name=张南, render=★, tongshai=70, wuli=69, zhili=37, polic=43, qiangbin=通, jibin=通, nubin=疏, qibin=通, binqi=疏, tongwu=139, tongzhi=107, tongwuzhi=176, tongwuzhizheng=219, salary=12045]
general:武将 [name=张勳, render=★★★, tongshai=72, wuli=68, zhili=41, polic=39, qiangbin=通, jibin=精, nubin=疏, qibin=疏, binqi=疏, tongwu=140, tongzhi=113, tongwuzhi=181, tongwuzhizheng=220, salary=12100]
general:武将 [name=单经, render=★, tongshai=71, wuli=68, zhili=43, polic=49, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=通, tongwu=139, tongzhi=114, tongwuzhi=182, tongwuzhizheng=231, salary=12705]
general:武将 [name=高翔, render=★, tongshai=68, wuli=68, zhili=52, polic=44, qiangbin=疏, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=136, tongzhi=120, tongwuzhi=188, tongwuzhizheng=232, salary=12760]
general:武将 [name=张卫, render=★★★, tongshai=74, wuli=66, zhili=45, polic=44, qiangbin=疏, jibin=精, nubin=通, qibin=疏, binqi=疏, tongwu=140, tongzhi=119, tongwuzhi=185, tongwuzhizheng=229, salary=12595]
general:武将 [name=丁封, render=★★★, tongshai=66, wuli=66, zhili=53, polic=39, qiangbin=精, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=132, tongzhi=119, tongwuzhi=185, tongwuzhizheng=224, salary=12320]
general:武将 [name=陶濬, render=★, tongshai=65, wuli=66, zhili=46, polic=44, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=精, tongwu=131, tongzhi=111, tongwuzhi=177, tongwuzhizheng=221, salary=12155]
general:武将 [name=侯选, render=★★★, tongshai=63, wuli=66, zhili=34, polic=55, qiangbin=疏, jibin=疏, nubin=疏, qibin=精, binqi=通, tongwu=129, tongzhi=97, tongwuzhi=163, tongwuzhizheng=218, salary=11990]
general:武将 [name=左奕, render=★, tongshai=62, wuli=66, zhili=51, polic=43, qiangbin=疏, jibin=精, nubin=通, qibin=疏, binqi=疏, tongwu=128, tongzhi=113, tongwuzhi=179, tongwuzhizheng=222, salary=12210]
general:武将 [name=王惇, render=★, tongshai=60, wuli=66, zhili=46, polic=61, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=126, tongzhi=106, tongwuzhi=172, tongwuzhizheng=233, salary=12815]
general:武将 [name=太史享, render=★, tongshai=57, wuli=66, zhili=48, polic=59, qiangbin=疏, jibin=通, nubin=疏, qibin=通, binqi=疏, tongwu=123, tongzhi=105, tongwuzhi=171, tongwuzhizheng=230, salary=12650]
general:武将 [name=楽就, render=★★★, tongshai=53, wuli=66, zhili=58, polic=42, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=119, tongzhi=111, tongwuzhi=177, tongwuzhizheng=219, salary=12045]
general:武将 [name=魏邈, render=★, tongshai=57, wuli=62, zhili=59, polic=54, qiangbin=通, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=119, tongzhi=116, tongwuzhi=178, tongwuzhizheng=232, salary=12760]
general:武将 [name=阎宇, render=★★★, tongshai=52, wuli=61, zhili=58, polic=59, qiangbin=通, jibin=通, nubin=疏, qibin=疏, binqi=通, tongwu=113, tongzhi=110, tongwuzhi=171, tongwuzhizheng=230, salary=12650]
general:武将 [name=申仪, render=★★★, tongshai=55, wuli=59, zhili=59, polic=56, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=114, tongzhi=114, tongwuzhi=173, tongwuzhizheng=229, salary=12595]
general:武将 [name=王韬, render=★, tongshai=46, wuli=59, zhili=72, polic=51, qiangbin=疏, jibin=通, nubin=疏, qibin=通, binqi=通, tongwu=105, tongzhi=118, tongwuzhi=177, tongwuzhizheng=228, salary=12540]
